@relation MyRelation

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute y1 numeric
@attribute y2 numeric
@attribute y3 numeric
@attribute y4 numeric
@attribute y5 numeric
@attribute y6 numeric
@attribute z1 numeric
@attribute z2 numeric
@attribute z3 numeric
@attribute z4 numeric
@attribute z5 numeric
@attribute z6 numeric
@attribute or0 numeric
@attribute or1 numeric
@attribute or2 numeric
@attribute or3 numeric
@attribute or4 numeric
@attribute or5 numeric
@attribute or6 numeric
@attribute or7 numeric
@attribute or8 numeric
@attribute att7 {eating,non-eating}

@data
181.748749,661.909546,-739.33667,215.99556,137.189392,339.581451,216,696,-688,136,632,-792,8,9.050505,18.30303,80,64,104,45,101.541077,97.812172,4.365274,?,101.541077,97.812172,4.365274,?,non-eating
181.909546,666.291443,-733.668335,108.093964,84.926765,258.297974,208,696,-680,152,632,-784,6.747475,6.262626,17.131313,56,64,104,55,102.059738,99.223282,3.598055,?,102.059738,99.223282,3.598055,?,non-eating
191.557785,665.12561,-731.095459,74.467964,49.844223,187.253479,216,688,-680,160,648,-776,4.969697,5.373737,15.030303,56,40,96,61,101.99427,99.6241,3.25918,?,101.99427,99.6241,3.25918,?,non-eating
199.115585,660.502502,-734.753784,176.343185,447.027618,630.983276,224,688,-672,160,592,-816,6.707071,7.191919,15.555555,64,96,144,52,102.961395,99.191483,3.835248,?,102.961395,99.191483,3.835248,?,non-eating
195.135681,636.864319,-757.628113,80.623894,99.374367,284.30365,224,672,-696,168,600,-800,5.454545,6.989899,14.828282,56,72,104,30,101.955574,99.705162,6.553142,?,101.955574,99.705162,6.553142,?,non-eating
200.683411,647.517578,-746.130676,96.178619,69.599747,189.012314,224,672,-712,160,624,-792,6.989899,5.292929,13.737373,64,48,80,51,102.934402,99.211357,3.913116,?,102.934402,99.211357,3.913116,?,non-eating
200.964828,648.562805,-747.537659,94.737785,78.55098,255.094376,232,672,-704,168,624,-792,6.020202,6.424242,16.242424,64,48,88,40,102.50351,100.634209,4.971951,?,102.50351,100.634209,4.971951,?,non-eating
202.934677,644.864319,-749.145752,53.727016,52.168404,196.36174,224,664,-712,184,616,-808,5.212121,4.525252,14.868687,40,48,96,45,102.496162,100.571404,4.428584,?,102.496162,100.571404,4.428584,?,non-eating
197.266327,641.005005,-752.844238,80.411896,86.622787,316.339661,216,664,-712,168,616,-808,6.585859,6.424242,17.09091,48,48,96,48,102.496162,100.555107,4.146401,?,102.496162,100.555107,4.146401,?,non-eating
203.336685,653.467346,-740.462341,74.464035,82.445549,311.87973,232,680,-696,176,624,-816,6.868687,6.343434,17.656565,56,56,120,49,102.496162,100.175095,4.075699,?,102.496162,100.175095,4.075699,?,non-eating
207.155777,652.944702,-737.76886,70.070862,74.687813,316.842163,232,680,-680,184,624,-800,5.858586,6.222222,18.626263,48,56,120,52,102.50351,101.019997,3.852017,?,102.50351,101.019997,3.852017,?,non-eating
208.964828,662.67334,-728.964844,67.585724,59.329388,164.514206,232,688,-688,184,648,-776,4.969697,5.414141,13.131313,48,40,88,63,102.515778,100.639755,3.190354,?,102.515778,100.639755,3.190354,?,non-eating
212.10051,667.33667,-721.407043,76.835327,67.401199,195.48233,240,688,-688,184,648,-760,6.30303,6.30303,14.383839,56,40,72,68,103.476051,101.479012,2.965072,?,103.476051,101.479012,2.965072,?,non-eating
206.874374,663.919617,-726.954773,65.308655,76.91777,219.980423,232,704,-680,176,640,-776,6.585859,6.707071,16.242424,56,64,96,52,102.961395,101.019997,3.851659,?,102.961395,101.019997,3.851659,?,non-eating
206.954773,663.437195,-729.12561,57.731514,57.225063,201.135727,232,688,-696,184,640,-784,5.939394,5.333333,16.202021,48,48,88,52,102.957169,100.57753,3.852288,?,102.957169,100.57753,3.852288,?,non-eating
211.537689,665.407043,-723.859314,67.581795,72.677711,210.620895,232,688,-688,184,640,-768,6.141414,5.858586,15.191919,48,48,80,55,103.468964,101.026375,3.656089,?,103.468964,101.026375,3.656089,?,non-eating
213.306534,667.537659,-720.844238,69.317078,75.378784,217.436401,240,696,-672,192,640,-752,6.424242,6.545455,14.505051,48,56,80,60,102.963936,101.479012,3.357227,?,102.963936,101.479012,3.357227,?,non-eating
207.155777,648.924622,-740.180908,89.465202,151.385727,327.018311,224,672,-680,184,616,-800,6.585859,7.515152,17.454546,40,56,120,59,102.951248,100.563927,3.402298,?,102.951248,100.563927,3.402298,?,non-eating
200.442215,644.66333,-744.844238,190.186172,188.85527,410.060608,232,672,-696,168,608,-824,5.858586,6.343434,17.898991,64,64,128,60,103.481369,100.105858,3.338334,?,103.481369,100.105858,3.338334,?,non-eating
208.56282,648.482422,-743.678406,110.225777,79.932922,233.234528,240,680,-704,176,624,-792,6.626263,6.585859,17.171717,64,56,88,54,102.50351,100.555107,3.709655,?,102.50351,100.555107,3.709655,?,non-eating
211.89949,656,-734.43219,71.668739,81.440498,196.29892,240,696,-696,184,632,-784,5.494949,5.979798,15.111111,56,64,88,60,103.40786,100.571404,3.354167,?,103.40786,100.571404,3.354167,?,non-eating
204.984924,637.386963,-753.527649,57.126915,81.346275,212.882263,224,656,-704,184,608,-808,5.818182,6.020202,15.232324,40,48,104,62,102.910919,100.555107,3.236505,?,102.910919,100.555107,3.236505,?,non-eating
209.688446,644.904541,-744.723633,66.949715,74.687813,263.197601,232,672,-704,192,616,-808,6.222222,6.909091,18.101009,40,56,104,61,103.449532,101.518661,3.298146,?,103.449532,101.518661,3.298146,?,non-eating
210.693466,648.402039,-741.869324,106.162384,94.820236,302.268951,240,680,-696,184,624,-792,6.707071,7.313131,19.797979,56,56,96,57,103.928429,100.619003,3.529188,?,103.928429,100.619003,3.529188,?,non-eating
204.743713,648.482422,-741.306519,135.124329,99.971115,284.617737,232,672,-704,168,616,-800,6.30303,6.343434,17.777779,64,56,96,45,102.951248,99.683762,4.432034,?,102.951248,99.683762,4.432034,?,non-eating
213.185928,653.909546,-736.723633,66.388298,70.604797,274.253143,232,680,-680,184,632,-784,5.69697,6.10101,17.777779,48,48,104,53,103.397392,101.518661,3.791451,?,103.397392,101.518661,3.791451,?,non-eating
219.457291,667.979919,-719.638184,102.409149,98.777618,270.421387,256,696,-664,192,640,-768,6.585859,7.717172,17.535353,64,56,104,60,104.351219,101.031342,3.365785,?,104.351219,101.031342,3.365785,?,non-eating
219.175873,667.296509,-717.708557,100.736687,67.903725,246.52005,240,688,-680,192,648,-768,6.141414,5.858586,16.080809,48,40,88,81,103.841881,101.479012,2.505019,?,103.841881,101.479012,2.505019,?,non-eating
212.060303,658.371887,-730.412048,77.490967,83.858902,279.278412,240,680,-664,176,632,-784,6.222222,7.111111,16.525253,64,48,120,61,102.951248,101.019997,3.303083,?,102.951248,101.019997,3.303083,?,non-eating
217.246231,668.060303,-716.904541,105.42823,91.710861,293.192078,240,696,-664,184,632,-768,7.030303,6.626263,17.575758,56,64,104,70,103.476051,100.634209,2.887043,?,103.476051,100.634209,2.887043,?,non-eating
222.914566,676.984924,-708.502502,105.165184,81.691765,246.645676,248,704,-664,192,656,-760,6.343434,6.464646,16.929293,56,48,96,62,104.377533,101.034897,3.265352,?,104.377533,101.034897,3.265352,?,non-eating
219.055283,674.532654,-711.597961,104.391769,98.620583,298.562805,256,704,-656,192,640,-768,6.868687,7.838384,17.69697,64,64,112,62,104.379417,101.479012,3.257663,?,104.379417,101.479012,3.257663,?,non-eating
211.095474,664.321594,-724.381897,92.833687,119.50679,268.097229,240,688,-680,192,632,-768,5.89899,5.858586,15.232324,48,56,88,66,102.961395,101.019997,3.051126,?,102.961395,101.019997,3.051126,?,non-eating
213.829147,644.984924,-743.678406,87.710289,90.077652,204.841858,240,672,-680,176,600,-792,5.252525,6.222222,13.656566,64,72,112,66,103.823959,100.108131,3.055989,?,103.823959,100.108131,3.055989,?,non-eating
211.939697,638.552734,-748.140686,173.17099,111.717644,293.411926,248,672,-704,168,600,-816,7.717172,6.383838,17.414141,80,72,112,55,103.895615,99.623795,3.656581,?,103.895615,99.623795,3.656581,?,non-eating
215.919601,639.5578,-748.824097,87.266647,94.474747,429.847534,240,672,-696,192,616,-832,7.313131,7.393939,20.60606,48,56,136,52,103.833809,101.085342,3.86769,?,103.833809,101.085342,3.86769,?,non-eating
214.11055,642.492493,-745.286438,118.270103,115.89489,278.273346,248,672,-688,176,600,-792,6.828283,8,17.252525,72,72,104,52,103.476051,100.09613,3.866278,?,103.476051,100.09613,3.866278,?,non-eating
215.919601,646.351746,-741.507507,80.800568,102.954865,302.83429,240,680,-680,192,624,-792,6.707071,6.505051,17.616161,48,56,112,54,103.481369,101.518661,3.72899,?,103.481369,101.518661,3.72899,?,non-eating
212.944717,646.954773,-738.532654,99.872971,121.73674,319.668884,240,672,-688,184,624,-784,6.020202,6.343434,18.585859,56,48,96,56,103.389557,101.059494,3.59077,?,103.389557,101.059494,3.59077,?,non-eating
214.753769,658.331665,-728.603027,128.701431,77.922821,254.02652,240,680,-664,184,632,-776,5.616162,6.141414,15.797979,56,48,112,67,103.476051,101.019997,3.016782,?,103.476051,101.019997,3.016782,?,non-eating
216.56282,657.688416,-728.482422,65.614876,110.932449,308.801758,232,688,-680,192,624,-808,6.181818,6.949495,19.030304,40,64,128,58,103.476051,101.031342,3.47845,?,103.476051,101.031342,3.47845,?,non-eating
222.874374,660.060303,-723.33667,62.725361,65.202652,174.030777,248,688,-672,200,640,-768,5.979798,6.060606,13.858586,48,48,96,75,104.360603,101.983398,2.708065,?,104.360603,101.983398,2.708065,?,non-eating
227.939697,666.010071,-716.542725,91.714783,57.978851,215.520523,256,688,-664,200,640,-768,7.232323,6.262626,15.151515,56,48,104,65,104.368118,101.99427,3.125592,?,104.368118,101.99427,3.125592,?,non-eating
228.78392,666.733643,-713.648254,61.363045,66.207703,207.009003,256,688,-664,208,648,-752,6.020202,6.060606,14.868687,48,40,88,74,103.932091,101.989609,2.752392,?,103.932091,101.989609,2.752392,?,non-eating
226.693466,666.371887,-716.502502,93.881927,96.107956,249.221115,256,696,-672,192,640,-768,6.30303,7.515152,15.353536,64,56,96,66,104.368118,101.034897,3.074861,?,104.368118,101.034897,3.074861,?,non-eating
223.421692,664.032104,-718.522095,60.563541,57.574974,201.151581,256,688,-672,200,640,-768,5.193548,5.612903,14.806452,56,48,96,101,103.928429,101.989609,2.016059,?,103.928429,101.989609,2.016059,?,non-eating
221.708542,665.688416,-719.396973,95.248169,111.59201,290.239746,248,720,-632,192,632,-784,6.383838,7.272727,17.292929,56,88,152,69,103.928429,101.031342,2.936188,?,103.928429,101.031342,2.936188,?,non-eating
225.045227,666.371887,-716.180908,73.890839,79.304764,239.076385,248,688,-664,200,640,-760,6.989899,6.181818,16.444445,48,48,96,60,104.377533,101.541077,3.380519,?,104.377533,101.541077,3.380519,?,non-eating
224.964828,666.010071,-716.381897,64.354637,51.508839,232.512146,248,688,-664,192,648,-760,6.505051,5.777778,16.202021,56,40,96,70,104.377533,101.545578,2.904367,?,104.377533,101.545578,2.904367,?,non-eating
227.11647,668.080322,-713.413635,64.312973,50.138863,225.122864,248,688,-648,200,640,-776,6.290323,5.322581,14.645162,48,48,128,103,104.368118,101.99427,1.983396,?,104.368118,101.99427,1.983396,?,non-eating
230.070358,669.145752,-713.56781,68.657509,47.708492,173.088547,264,688,-664,208,648,-760,6.020202,4.929293,13.373737,56,40,96,71,105.259094,102.06369,2.871737,?,105.259094,102.06369,2.871737,?,non-eating
224.442215,668.542725,-715.256287,86.104561,75.253159,235.307449,248,688,-664,200,648,-752,6.666667,6.828283,16.60606,48,40,88,58,104.377533,101.545578,3.494136,?,104.377533,101.545578,3.494136,?,non-eating
225.487442,666.412048,-713.648254,85.370399,55.560448,242.562653,248,688,-664,184,648,-760,6.545455,5.131313,17.212122,64,40,96,68,104.291153,101.545578,2.988284,?,104.291153,101.545578,2.988284,?,non-eating
229.909546,668.542725,-712.402039,54.437618,86.874054,248.68718,248,696,-656,208,632,-776,5.333333,6.181818,15.59596,40,64,120,67,104.373764,102.430222,3.039459,?,104.373764,102.430222,3.039459,?,non-eating
227.256287,671.678406,-710.954773,73.058533,75.504417,240.678192,256,696,-672,208,648,-768,5.858586,6.141414,16.323233,48,48,96,71,104.368118,101.99427,2.866324,?,104.368118,101.99427,2.866324,?,non-eating
220.422104,661.869324,-725.306519,154.247772,187.159256,338.262299,256,688,-672,176,600,-784,7.151515,7.717172,17.979797,80,88,112,54,104.823143,100.108131,3.737627,?,104.823143,100.108131,3.737627,?,non-eating
222.954773,657.809021,-725.507507,134.657135,96.610481,216.211487,248,688,-656,184,624,-760,6.464646,6.464646,13.616161,64,64,104,59,104.360603,100.619003,3.432003,?,104.360603,100.619003,3.432003,?,non-eating
203.577896,667.738708,-719.597961,758.039673,492.443329,831.239563,280,728,-624,128,592,-808,8.161616,8.686869,18.343435,152,136,184,62,105.325638,97.854736,3.231262,?,105.325638,97.854736,3.231262,?,non-eating
203.7789,664.040222,-725.346741,83.262154,84.989586,253.461182,224,688,-664,184,640,-768,6.909091,6.868687,17.575758,40,48,104,77,102.957169,100.582306,2.60993,?,102.957169,100.582306,2.60993,?,non-eating
207.236176,667.618103,-721.286438,81.193161,60.522884,203.271469,240,688,-672,176,648,-768,6.666667,5.616162,14.343434,64,40,96,61,102.882164,100.137184,3.290221,?,102.882164,100.137184,3.290221,?,non-eating
202.814072,660.944702,-728.924622,118.101288,185.21196,329.154053,224,696,-664,168,616,-776,6.383838,9.373737,17.494949,56,80,112,52,102.943657,99.670303,3.834402,?,102.943657,99.670303,3.834402,?,non-eating
204.10051,660.341736,-728.321594,96.87352,102.546562,306.289154,224,696,-672,176,632,-768,7.717172,7.030303,18.30303,48,64,96,53,102.882164,100.121483,3.772241,?,102.882164,100.121483,3.772241,?,non-eating
208.482407,664.603027,-725.185913,89.626167,74.27951,171.738007,232,688,-688,176,632,-768,6.989899,7.070707,13.979798,56,56,80,69,103.403496,101.026375,2.91594,?,103.403496,101.026375,2.91594,?,non-eating
207.276382,662.753784,-727.718567,148.158585,111.843277,265.961487,240,688,-680,144,624,-768,6.909091,6.181818,16.525253,96,64,88,61,102.957169,98.288727,3.288828,?,102.957169,98.288727,3.288828,?,non-eating
205.78894,659.819092,-730.854248,73.631729,61.967644,234.61647,224,696,-688,176,640,-776,5.777778,5.535354,15.676767,48,56,88,55,102.951248,100.634209,3.645935,?,102.951248,100.634209,3.645935,?,non-eating
206.070358,660.743713,-727.356812,59.608131,60.145992,246.488632,224,680,-680,176,640,-776,6.060606,6.020202,16.080809,48,40,96,60,102.882164,101.019997,3.347096,?,102.882164,101.019997,3.347096,?,non-eating
207.316589,665.487427,-724.904541,79.367584,86.057449,247.368057,240,688,-672,184,640,-768,7.111111,6.707071,16.646465,56,48,96,58,103.397392,101.031342,3.462368,?,103.397392,101.031342,3.462368,?,non-eating
183.276382,665.487427,-735.316589,349.211884,96.390625,357.98642,224,688,-688,144,632,-792,6.30303,6.424242,16.60606,80,56,104,53,102.509232,98.314552,3.732769,?,102.509232,98.314552,3.732769,?,non-eating
202.170853,666.492493,-723.899475,103.869614,75.158936,277.95929,232,688,-664,176,640,-784,6.989899,6.707071,18.545454,56,48,120,71,102.515778,100.187057,2.825653,?,102.515778,100.187057,2.825653,?,non-eating
209.88945,671.155762,-717.386963,78.18586,62.972694,342.50238,240,688,-664,184,648,-776,6.707071,5.454545,19.353535,56,40,112,60,102.961395,101.031342,3.350025,?,102.961395,101.031342,3.350025,?,non-eating
174.793976,663.356812,-737.929626,409.04184,232.292297,514.146179,248,696,-664,136,624,-824,7.434343,7.515152,21.010101,112,72,160,54,102.513321,98.24649,3.63915,?,102.513321,98.24649,3.63915,?,non-eating
184.281403,657.56781,-736.804016,102.385597,103.237534,217.216537,216,688,-688,152,624,-776,6.343434,6.505051,15.838384,64,64,88,59,102.016495,99.6241,3.357419,?,102.016495,99.6241,3.357419,?,non-eating
191.517593,666.010071,-728.562805,62.470169,87.722061,245.986115,216,688,-680,168,640,-776,6.585859,6.505051,15.353536,48,48,96,71,101.99427,100.175095,2.805831,?,101.99427,100.175095,2.805831,?,non-eating
190.472366,670.43219,-722.050232,74.581818,77.326073,264.422516,216,696,-672,168,640,-776,7.151515,6.10101,18.626263,48,56,104,58,102.06369,100.127365,3.427063,?,102.06369,100.127365,3.427063,?,non-eating
192.321609,674.331665,-721.527649,62.603653,77.294662,194.791351,216,704,-688,168,656,-768,5.656566,5.939394,14.464646,48,48,80,66,102.430222,100.135216,3.021239,?,102.430222,100.135216,3.021239,?,non-eating
190.271362,675.859314,-717.185913,59.376499,62.595802,205.407196,216,704,-672,160,656,-768,5.171717,5.050505,15.111111,56,48,96,77,102.509232,100.137184,2.593826,?,102.509232,100.137184,2.593826,?,non-eating
191.557785,677.869324,-714.130676,64.12693,57.225063,307.953766,208,704,-656,168,656,-776,5.939394,4.888889,18.666666,40,48,120,69,102.06369,99.680313,2.890112,?,102.06369,99.680313,2.890112,?,non-eating
191.115585,678.23114,-714.291443,60.624962,59.58065,260.779205,216,704,-656,168,656,-760,5.494949,6.020202,16.60606,48,48,104,72,102.444695,100.135216,2.770235,?,102.444695,100.135216,2.770235,?,non-eating
184.603012,668.22113,-726.512573,118.906113,91.648041,267.029358,208,688,-672,160,624,-776,6.545455,6.222222,17.494949,48,64,104,59,102.047112,99.16909,3.361107,?,102.047112,99.16909,3.361107,?,non-eating
192.241211,662.834167,-731.618103,114.363754,134.080017,408.301758,224,688,-640,160,608,-784,6.585859,7.59596,20.686869,64,80,144,61,102.961395,100.114311,3.267101,?,102.961395,100.114311,3.267101,?,non-eating
201.085434,666.733643,-725.668335,68.955887,64.291824,221.425186,232,688,-672,176,640,-776,5.616162,5.939394,15.434343,56,48,104,69,102.513321,100.127365,2.903624,?,102.513321,100.127365,2.903624,?,non-eating
199.718597,665.849243,-723.577881,101.733879,90.957069,266.746674,224,688,-648,176,632,-768,6.141414,6.424242,16.60606,48,56,120,66,102.513321,100.187057,3.032098,?,102.513321,100.187057,3.032098,?,non-eating
202.130646,668.502502,-720.402039,89.500534,100.536461,273.248108,224,696,-664,176,640,-768,6.868687,7.676768,16.969696,48,56,104,63,102.957169,100.187057,3.178764,?,102.957169,100.187057,3.178764,?,non-eating
191.276382,657.407043,-739.015076,123.593727,108.199966,285.308716,232,688,-688,168,624,-784,5.69697,7.313131,18.222221,64,64,96,56,102.436653,99.635513,3.543849,?,102.436653,99.635513,3.543849,?,non-eating
193.366837,662.67334,-733.628113,65.999626,96.830338,312.82196,216,696,-680,168,624,-800,5.818182,7.717172,17.212122,48,72,120,46,102.436653,100.181732,4.311911,?,102.436653,100.181732,4.311911,?,non-eating
195.417084,660.904541,-732.502502,73.922249,52.074181,212.316925,216,680,-688,160,640,-792,6.383838,5.171717,15.636364,56,40,104,64,102.50351,100.114311,3.118253,?,102.50351,100.114311,3.118253,?,non-eating
198.793976,659.417114,-733.185913,83.870682,66.773041,258.423615,224,688,-688,176,640,-800,6.222222,6.10101,18.30303,48,48,112,68,102.951248,100.131943,2.940241,?,102.951248,100.131943,2.940241,?,non-eating
197.10553,659.979919,-733.668335,51.053425,50.943497,198.183395,216,688,-688,168,640,-784,5.616162,4.929293,14.505051,48,48,96,59,102.054207,99.670303,3.381025,?,102.054207,99.670303,3.381025,?,non-eating
196.582916,655.919617,-734.713562,98.487099,85.963226,271.175201,216,672,-680,168,624,-808,6.666667,6.787879,16.808081,48,48,128,55,102.059738,99.670303,3.624455,?,102.059738,99.670303,3.624455,?,non-eating
173.547745,638.030151,-756.783936,2521.952393,2481.438232,2582.540039,240,696,-696,-56,416,-1136,9.979798,9.858586,21.171717,296,280,440,45,102.059738,87.703506,4.374701,?,102.059738,87.703506,4.374701,?,non-eating
148.10051,633.527649,-771.618103,252.674011,184.458176,298.437195,192,672,-728,104,600,-824,8.242424,8.080808,17.777779,88,72,96,47,100.181732,96.862816,4.110643,?,100.181732,96.862816,4.110643,?,non-eating
156.381912,635.175903,-766.351746,95.448387,111.026672,305.975067,184,664,-712,120,600,-800,7.555555,7.353535,18.343435,64,64,88,41,100.555107,97.834129,4.72879,?,100.555107,97.834129,4.72879,?,non-eating
156.140701,634.010071,-767.035156,88.466034,87.690659,205.972534,184,656,-720,128,616,-808,6.424242,5.535354,14.343434,56,40,88,57,100.167152,97.34082,3.411826,?,100.167152,97.34082,3.411826,?,non-eating
161.487442,642.010071,-758.633179,83.430969,67.024307,200.444763,192,656,-712,144,608,-808,6.383838,5.454545,14.585858,48,48,96,55,100.167152,98.253883,3.551158,?,100.167152,98.253883,3.551158,?,non-eating
162.412064,646.793945,-753.849243,102.75856,107.163513,277.770844,200,688,-696,136,624,-800,7.313131,7.030303,17.979797,64,64,104,40,100.619003,97.841743,4.854074,?,100.619003,97.841743,4.854074,?,non-eating
163.135681,642.170837,-757.226135,76.743065,89.66935,229.15152,192,664,-712,144,616,-800,6.30303,6.666667,17.292929,48,48,88,57,100.60936,98.296776,3.43362,?,100.60936,98.296776,3.43362,?,non-eating
165.748749,646.713562,-754.050232,70.540016,66.867264,243.724747,184,672,-712,144,624,-816,6.262626,6.10101,16,40,48,104,54,100.60936,98.705589,3.624819,?,100.60936,98.705589,3.624819,?,non-eating
163.055283,644.381897,-754.090454,97.281822,64.44886,250.948547,192,672,-704,128,616,-800,6.545455,5.616162,17.979797,64,56,96,48,100.627289,97.34082,4.057316,?,100.627289,97.34082,4.057316,?,non-eating
161.969849,633.487427,-766.472351,63.655815,65.987846,200.633209,176,664,-704,136,616,-808,4.969697,5.171717,15.111111,40,48,104,52,100.157906,98.238068,3.752947,?,100.157906,98.238068,3.752947,?,non-eating
163.376877,636.060303,-762.934692,86.803383,94.945862,230.784729,184,664,-720,136,608,-800,6.141414,7.030303,17.292929,48,56,80,55,100.619003,97.786171,3.5551,?,100.619003,97.786171,3.5551,?,non-eating
167.228912,629.911621,-770.698792,86.113419,80.542213,293.616669,208,664,-720,144,600,-848,6.290323,6.806452,16.258064,64,64,128,61,100.157906,98.238068,3.211378,?,100.157906,98.238068,3.211378,?,non-eating
166.874374,634.371887,-767.477417,102.159851,77.388885,282.54483,200,664,-704,128,616,-816,7.111111,6.585859,18.626263,72,48,112,67,100.167152,98.24649,2.928528,?,100.167152,98.24649,2.928528,?,non-eating
164.381912,631.195984,-768.562805,92.217308,88.538666,284.115204,192,656,-712,128,608,-808,6.30303,6.989899,18.828283,64,48,96,58,100.157906,97.794144,3.372943,?,100.157906,97.794144,3.372943,?,non-eating
161.648239,619.376892,-779.015076,113.311592,104.242584,282.733276,192,648,-720,136,584,-840,6.30303,7.59596,17.414141,56,64,120,54,100.651909,97.805397,3.613913,?,100.651909,97.805397,3.613913,?,non-eating
155.89949,629.587952,-770.572876,118.215141,89.794983,215.708969,184,656,-728,112,600,-808,6.666667,6.666667,15.676767,72,56,80,48,100.147362,96.457443,4.046178,?,100.147362,96.457443,4.046178,?,non-eating
164.663315,625.889465,-773.467346,83.517342,77.514519,192.969696,192,648,-720,136,592,-824,6.464646,6.505051,13.171718,56,56,104,54,100.172119,98.27964,3.621166,?,100.172119,98.27964,3.621166,?,non-eating
144.160797,634.050232,-771.537659,188.743378,144.821503,242.154358,184,664,-720,112,608,-816,4.888889,5.656566,14.020202,72,56,96,52,100.60936,96.879501,3.712351,?,100.60936,96.879501,3.712351,?,non-eating
143.758789,645.185913,-759.959778,61.357155,75.441605,210.432449,168,672,-728,120,616,-816,6.343434,6.424242,15.636364,48,56,88,55,99.251198,97.34082,3.515316,?,99.251198,97.34082,3.515316,?,non-eating
147.175873,641.56781,-763.055298,80.692596,95.511208,224.000626,168,664,-712,120,608,-792,5.535354,5.939394,14.383839,48,56,80,62,99.251198,97.333298,3.126373,?,99.251198,97.333298,3.126373,?,non-eating
157.909546,649.045227,-755.497498,64.780609,75.818497,253.021469,184,672,-688,128,624,-808,5.818182,6.141414,17.09091,56,48,120,45,100.105858,97.34742,4.314744,?,100.105858,97.34742,4.314744,?,non-eating
158.472366,638.311584,-764.381897,81.047897,179.40152,291.33902,184,672,-712,128,608,-816,6.545455,6.747475,16.969696,56,64,104,54,100.175095,97.794144,3.608906,?,100.175095,97.794144,3.608906,?,non-eating
161.895584,629.654602,-766.682739,70.456787,68.587952,230.739166,192,656,-688,136,600,-816,5.870968,6.16129,16.774193,56,56,128,95,100.60936,98.269524,2.069993,?,100.60936,98.269524,2.069993,?,non-eating
158.552765,632.160828,-767.517578,79.995735,105.310448,255.785355,176,664,-720,128,592,-824,6.141414,6.464646,16.202021,48,72,104,44,100.186058,97.781448,4.41454,?,100.186058,97.781448,4.41454,?,non-eating
161.688446,634.613037,-766.030151,73.415802,70.416351,288.009796,184,664,-712,144,608,-808,6.464646,7.070707,17.131313,40,56,96,40,100.157906,98.238068,4.849635,?,100.157906,98.238068,4.849635,?,non-eating
159.879395,634.733643,-764.623108,86.291046,63.632259,266.526825,192,664,-712,136,608,-816,6.666667,6.30303,18.30303,56,56,104,58,100.60936,98.238068,3.369387,?,100.60936,98.238068,3.369387,?,non-eating
160.040207,635.055298,-764.020081,100.52272,77.891411,224.942871,184,672,-720,128,608,-808,6.505051,6.30303,16.121212,56,64,88,58,100.186058,97.794144,3.362301,?,100.186058,97.794144,3.362301,?,non-eating
160.603012,638.190979,-760.844238,78.827759,115.957703,287.94696,192,664,-712,136,608,-800,6.383838,7.59596,18.30303,56,56,88,48,100.555107,98.238068,4.056245,?,100.555107,98.238068,4.056245,?,non-eating
159.597992,637.869324,-762.251282,84.522392,77.23185,227.581131,184,656,-720,128,608,-832,6.060606,5.979798,15.191919,56,48,112,56,100.105858,97.333298,3.482512,?,100.105858,97.333298,3.482512,?,non-eating
156.944717,637.587952,-765.065308,98.579361,73.65136,302.645844,184,664,-712,128,616,-808,6.949495,6.505051,18.464647,56,48,96,42,100.167152,97.333298,4.610768,?,100.167152,97.333298,4.610768,?,non-eating
162.170853,637.587952,-762.532654,133.608902,85.272255,300.321655,192,664,-704,136,616,-816,6.585859,7.434343,17.939394,56,48,112,52,100.60936,97.841743,3.750319,?,100.60936,97.841743,3.750319,?,non-eating
167.115585,643.618103,-756.743713,87.777031,74.750633,250.822922,200,672,-712,144,624,-824,6.383838,6.262626,17.292929,56,48,112,45,101.019997,98.742287,4.3425,?,101.019997,98.742287,4.3425,?,non-eating
162.733673,642.653259,-761.447266,119.194672,91.176926,294.605438,200,672,-712,128,616,-816,7.717172,6.747475,18.262627,72,56,104,48,101.09111,98.24649,4.060886,?,101.09111,98.24649,4.060886,?,non-eating
163.296478,637.427124,-763.698486,80.2313,53.48753,173.119949,184,664,-736,136,608,-816,5.414141,5.292929,13.212121,48,56,80,46,100.167152,98.24649,4.240214,?,100.167152,98.24649,4.240214,?,non-eating
159.638184,639.799011,-760.884399,68.718369,68.123581,228.774628,184,664,-720,136,624,-832,6.10101,6.020202,16.363636,48,40,112,42,100.598373,98.238068,4.62442,?,100.598373,98.238068,4.62442,?,non-eating
153.728638,638.512573,-764.743713,112.392914,95.040085,305.786621,184,672,-720,128,608,-816,7.070707,7.353535,19.959597,56,64,96,55,100.555107,97.786171,3.533432,?,100.555107,97.786171,3.533432,?,non-eating
78.753769,608.763794,-798.592957,4311.973633,209.867111,456.732635,176,648,-744,-40,576,-856,7.79798,7.878788,18.020203,216,72,112,38,100.157906,87.7024,4.83477,?,100.157906,87.7024,4.83477,?,non-eating
-57.246231,570.934692,-831.879395,175.893661,151.95108,314.518005,-24,600,-776,-96,544,-888,7.717172,7.191919,16.767677,72,56,112,50,88.173454,84.963226,3.4097,?,88.173454,84.963226,3.4097,?,non-eating
