@relation MyRelation

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute y1 numeric
@attribute y2 numeric
@attribute y3 numeric
@attribute y4 numeric
@attribute y5 numeric
@attribute y6 numeric
@attribute z1 numeric
@attribute z2 numeric
@attribute z3 numeric
@attribute z4 numeric
@attribute z5 numeric
@attribute z6 numeric
@attribute or0 numeric
@attribute or1 numeric
@attribute or2 numeric
@attribute or3 numeric
@attribute or4 numeric
@attribute or5 numeric
@attribute or6 numeric
@attribute or7 numeric
@attribute or8 numeric
@attribute att7 {eating,non-eating}

@data
71.597992,357.547729,-955.175903,96.160461,150.090164,248.75,104,392,-904,32,328,-1016,6.868687,8.484848,16.363636,72,64,112,15,95.052292,93.651581,11.999347,?,95.052292,93.651581,11.999347,?,non-eating
64.522614,363.216095,-952.321594,150.675125,383.929291,281.100067,112,424,-912,40,312,-992,6.909091,9.494949,17.494949,72,112,80,14,95.506226,92.752754,12.771908,?,95.506226,92.752754,12.771908,?,non-eating
64,383.718597,-946.050232,86.626221,98.494949,252.770203,96,408,-880,40,352,-992,6.343434,5.494949,16.727272,56,56,112,13,94.602013,92.748001,13.698672,?,94.602013,92.748001,13.698672,?,non-eating
65.366837,374.954773,-947.658264,108.020844,390.0224,257.795441,96,408,-896,40,320,-1000,6.181818,8.363636,15.959596,56,88,104,11,94.573776,92.748001,16.130821,?,94.573776,92.748001,16.130821,?,non-eating
58.955822,352.931732,-958.008057,139.357025,117.063889,216.870972,96,384,-920,24,320,-1008,6.903226,7.451613,16,72,64,88,15,94.573921,92.740303,11.86258,?,94.573921,92.740303,11.86258,?,non-eating
58.653267,349.628143,-960.120605,73.732574,81.943024,177.454224,104,376,-904,40,328,-1008,6.181818,5.737374,13.89899,64,48,104,7,94.576836,93.198784,25.339035,?,94.576836,93.198784,25.339035,?,non-eating
65.648239,356.783905,-955.417114,66.764694,104.038429,291.715912,96,400,-896,48,328,-1040,6.262626,7.191919,15.838384,48,72,144,8,94.13723,93.196144,22.121485,?,94.13723,93.196144,22.121485,?,non-eating
67.502007,345.188751,-956.465881,94.783485,438.071838,1280.831421,112,376,-456,40,128,-1016,5.83871,8,20.967741,72,248,560,18,95.029076,92.297005,9.979345,?,95.029076,92.297005,9.979345,?,non-eating
23.437185,330.050262,-964.783936,871.762573,846.197571,290.836487,112,400,-920,-40,232,-1024,6.464646,13.090909,14.060606,152,168,104,23,93.212303,88.626923,7.674649,?,93.212303,88.626923,7.674649,?,non-eating
45.386936,331.015076,-966.110535,78.147583,107.556107,261.1875,80,352,-904,24,304,-1008,7.070707,7.434343,17.575758,56,48,104,18,93.215607,91.37207,9.849732,?,93.215607,91.37207,9.849732,?,non-eating
31.316584,331.979889,-964.261292,274.601227,372.936554,268.160034,88,384,-920,-8,264,-1016,7.070707,9.858586,17.09091,96,120,96,15,94.125168,90.4562,11.707869,?,94.125168,90.4562,11.707869,?,non-eating
49.889446,307.457275,-971.216064,94.997887,117.284683,197.806503,80,344,-912,24,272,-1016,6.343434,7.636364,15.313131,56,72,104,10,94.142036,92.286446,17.562557,?,94.142036,92.286446,17.562557,?,non-eating
51.296482,307.296478,-970.89447,99.623665,74.412994,202.329224,72,336,-928,24,280,-1016,7.030303,6.343434,15.515152,48,56,88,14,94.130722,91.838432,12.656684,?,94.130722,91.838432,12.656684,?,non-eating
54.592964,307.457275,-972.864319,75.262726,86.253746,235.747162,80,328,-928,32,280,-1032,6.666667,6.666667,16.121212,48,48,104,12,94.60038,92.303902,14.741254,?,94.60038,92.303902,14.741254,?,non-eating
54.512562,314.412048,-970.814087,82.786613,96.948112,219.540726,80,336,-936,16,272,-1032,7.191919,6.464646,16.888889,64,64,96,14,94.110725,91.824921,12.67394,?,94.110725,91.824921,12.67394,?,non-eating
45.266331,311.236176,-972.020081,194.186264,194.979797,268.222839,80,352,-928,16,280,-1016,7.111111,8.040404,16.888889,64,72,88,14,94.131516,90.917244,12.634024,?,94.131516,90.917244,12.634024,?,non-eating
51.819096,307.33667,-974.110535,113.66394,124.257217,188.132889,80,336,-936,24,280,-1032,6.707071,7.191919,14.10101,56,56,96,9,93.683151,91.842766,19.544643,?,93.683151,91.842766,19.544643,?,non-eating
62.070351,299.256287,-975.839172,46.681847,62.061871,110.61837,80,344,-936,48,280,-1008,5.050505,5.171717,10.868687,32,64,72,3,94.130722,93.214981,75.029861,?,94.130722,93.214981,75.029861,?,non-eating
59.738693,302.311554,-973.748718,220.941559,218.229446,296.866791,96,384,-904,-48,256,-1032,8.444445,9.89899,18.020203,144,128,128,22,94.573921,91.842766,8.192997,?,94.573921,91.842766,8.192997,?,non-eating
61.065327,315.899506,-969.688416,70.536095,113.680634,196.29892,80,352,-912,40,296,-1016,5.333333,7.393939,13.616161,40,56,104,15,94.576836,92.743095,11.886235,?,94.576836,92.743095,11.886235,?,non-eating
60.623116,316.66333,-969.487427,68.054138,83.505562,202.392044,80,352,-912,40,288,-1024,5.414141,7.191919,15.232324,40,64,112,12,94.60038,92.298042,14.782722,?,94.60038,92.298042,14.782722,?,non-eating
52.140705,316.261292,-971.899475,141.474854,198.97644,244.981064,80,352,-936,16,280,-1008,6.989899,8.565657,16.686869,64,72,72,14,94.140968,91.834015,12.669376,?,94.140968,91.834015,12.669376,?,non-eating
56.763821,308.623108,-970.974854,88.302368,112.659882,179.275879,80,344,-936,32,280,-1008,5.939394,6.787879,14.666667,48,64,72,17,93.683151,91.829506,10.470746,?,93.683151,91.829506,10.470746,?,non-eating
61.847389,307.21286,-971.823303,99.347473,139.309479,239.963715,96,336,-904,24,272,-1048,6.451613,8.225806,15.612904,72,64,144,22,94.58783,92.285431,8.210983,?,94.58783,92.285431,8.210983,?,non-eating
66.010048,313.045227,-970.050232,81.272667,97.167969,181.662872,88,344,-920,32,288,-1008,5.818182,7.030303,13.777778,56,56,88,8,94.120819,93.207268,22.134684,?,94.120819,93.207268,22.134684,?,non-eating
69.226128,313.005035,-968.040222,80.509552,73.65136,207.794189,96,344,-920,40,288,-1008,7.111111,6.707071,16.888889,56,56,88,19,95.03228,93.214981,9.490926,?,95.03228,93.214981,9.490926,?,non-eating
65.567841,317.065338,-967.477417,116.155472,97.678345,180.34375,96,344,-920,32,288,-1008,5.818182,6.262626,13.171718,64,56,88,14,94.60038,92.286446,12.744867,?,94.60038,92.286446,12.744867,?,non-eating
61.507538,315.33667,-969.407043,106.24115,124.893227,279.529663,88,344,-912,32,280,-1024,7.393939,6.747475,16.727272,56,64,112,17,94.576836,92.286011,10.531093,?,94.576836,92.286011,10.531093,?,non-eating
67.738693,314.814056,-968.643188,79.365616,77.381035,186.436874,96,344,-928,48,296,-1008,6.141414,6.141414,15.232324,48,48,80,22,95.070732,92.76403,8.220635,?,95.070732,92.76403,8.220635,?,non-eating
69.306534,314.492462,-969.608032,49.273975,55.819561,180.971909,96,336,-920,48,296,-1008,5.252525,5.69697,14.989899,48,40,88,13,94.611542,93.199394,13.735637,?,94.611542,93.199394,13.735637,?,non-eating
65.407036,318.110565,-968.603027,150.252594,133.137787,247.556503,104,344,-928,32,288,-1016,6.707071,6.545455,15.717172,72,56,88,13,94.599197,92.298042,13.689636,?,94.599197,92.298042,13.689636,?,non-eating
64.844223,312.120605,-970.452271,70.071358,90.164024,226.952972,88,344,-920,40,288,-1016,6.585859,6.626263,15.717172,48,56,96,18,94.142036,93.199394,9.984847,?,94.142036,93.199394,9.984847,?,non-eating
71.71859,328.120605,-965.10553,89.45636,148.990891,215.897415,96,376,-912,48,296,-1008,7.232323,7.676768,15.515152,48,80,96,12,95.045326,93.672142,14.915613,?,95.045326,93.672142,14.915613,?,non-eating
72.201004,332.66333,-965.427124,64.28299,77.043404,224.754425,96,368,-920,48,296,-1008,5.777778,5.979798,15.959596,48,72,88,14,95.045326,93.207268,12.807576,?,95.045326,93.207268,12.807576,?,non-eating
71.919601,326.633179,-967.155762,63.346645,76.336723,251.765152,104,360,-904,56,296,-1016,5.616162,6.545455,16.565657,48,64,112,11,94.599197,93.223801,16.196285,?,94.599197,93.223801,16.196285,?,non-eating
64.160805,316.582916,-968.361816,80.781914,100.426529,255.534088,96,344,-904,40,288,-1024,5.979798,6.949495,16.282827,56,56,120,15,94.60038,92.286446,11.929549,?,94.60038,92.286446,11.929549,?,non-eating
62.432159,318.190948,-969.12561,40.519535,46.169506,122.239265,88,344,-920,40,296,-1016,4.363636,4.606061,10.909091,48,48,96,4,94.110725,93.199394,49.93544,?,94.110725,93.199394,49.93544,?,non-eating
60.261307,318.311554,-968.562805,57.386028,70.188644,202.643311,80,336,-928,40,296,-1032,5.858586,5.575758,15.474748,40,40,104,13,94.131516,92.743095,13.668585,?,94.131516,92.743095,13.668585,?,non-eating
63.51759,321.809052,-968.522583,60.53368,83.010887,181.788513,80,352,-928,32,296,-1008,5.373737,5.333333,14.545455,48,56,80,6,94.131516,92.749847,29.854336,?,94.131516,92.749847,29.854336,?,non-eating
48.522614,323.658295,-966.43219,678.189941,434.864929,266.715271,96,376,-920,-16,272,-1024,6.626263,10.626263,16.60606,112,104,104,6,95.04306,91.835953,29.904516,?,95.04306,91.835953,29.904516,?,non-eating
50.653267,311.356781,-970.854248,206.90448,161.200684,297.934662,104,352,-920,16,272,-1040,7.353535,7.717172,17.858585,88,80,120,16,94.576836,91.824921,11.079574,?,94.576836,91.824921,11.079574,?,non-eating
43.095478,317.909546,-968.683411,335.904999,227.691055,235.809982,80,360,-896,-8,264,-1032,6.060606,8.242424,13.656566,88,96,136,11,93.664276,90.456375,15.915648,?,93.664276,90.456375,15.915648,?,non-eating
49.005024,309.909546,-970.331665,393.651489,335.647614,217.530624,80,384,-920,0,264,-1008,6.383838,11.030303,14.505051,80,120,88,18,94.58783,90.457321,9.906794,?,94.58783,90.457321,9.906794,?,non-eating
60.341709,307.216095,-970.693481,79.317039,168.024033,245.16951,88,352,-928,40,264,-1024,7.030303,8.363636,16.282827,48,88,96,15,94.576836,92.743095,11.886833,?,94.576836,92.743095,11.886833,?,non-eating
40.402012,317.10553,-969.688416,417.453613,253.398361,261.564392,96,360,-920,0,256,-1016,6.626263,9.29293,17.131313,96,104,96,12,94.110725,90.457436,14.577282,?,94.110725,90.457436,14.577282,?,non-eating
34.452263,326.150757,-965.78894,73.14785,87.070351,188.070068,64,352,-928,8,296,-1008,6.10101,6.222222,14.545455,56,56,80,18,93.207268,90.917244,9.800745,?,93.207268,90.917244,9.800745,?,non-eating
37.748745,331.015076,-965.467346,75.714211,86.222343,220.797028,64,360,-928,16,304,-1000,6.989899,7.393939,16.727272,48,56,72,16,93.664276,91.824921,11.042086,?,93.664276,91.824921,11.042086,?,non-eating
45.226131,332.502502,-963.135681,198.165604,154.18103,276.514526,96,376,-920,16,296,-1040,6.909091,8.080808,17.494949,80,80,120,16,94.149132,91.829155,11.090696,?,94.149132,91.829155,11.090696,?,non-eating
31.557789,322.974884,-967.799011,729.338867,278.775879,276.263245,88,392,-920,-48,256,-1024,7.515152,9.858586,17.858585,136,136,104,19,94.10994,88.175079,9.22035,?,94.10994,88.175079,9.22035,?,non-eating
36.542713,334.834167,-963.77887,104.350426,111.442825,222.304611,64,360,-920,0,288,-1016,7.676768,7.515152,15.111111,64,72,96,18,93.207268,90.91481,9.819469,?,93.207268,90.91481,9.819469,?,non-eating
40,332.66333,-964.623108,102.787888,121.650368,236.815018,80,368,-912,16,304,-1008,5.89899,7.070707,16.161615,64,64,96,15,93.678879,90.917244,11.727064,?,93.678879,90.917244,11.727064,?,non-eating
47.758793,322.934662,-969.527649,55.537628,97.694054,190.268631,72,360,-920,24,296,-1024,6.141414,7.313131,14.70707,48,64,104,13,93.215607,92.286446,13.555063,?,93.215607,92.286446,13.555063,?,non-eating
52.381908,326.954773,-964.100525,66.358604,71.955338,202.894577,80,352,-912,32,304,-1000,6.222222,6.666667,15.030303,48,48,88,17,93.682205,92.742577,10.479733,?,93.682205,92.742577,10.479733,?,non-eating
52.301506,330.331665,-965.547729,87.100777,108.309898,216.651199,80,368,-928,24,304,-1008,6.545455,7.717172,15.717172,56,64,80,15,94.131516,92.286011,11.840084,?,94.131516,92.286011,11.840084,?,non-eating
49.165829,332.703522,-965.507507,140.532852,139.058167,210.997787,80,384,-920,8,296,-1040,6.30303,7.151515,14.060606,72,88,120,13,94.608261,91.824921,13.550319,?,94.608261,91.824921,13.550319,?,non-eating
37.427135,330.934662,-967.919617,142.680237,126.141693,233.988327,64,368,-928,8,296,-1024,6.505051,8.606061,16.080809,56,72,96,9,92.756996,91.829155,19.384548,?,92.756996,91.829155,19.384548,?,non-eating
38.793968,331.33667,-965.78894,149.164612,281.987335,242.405624,80,368,-912,0,280,-1016,5.535354,8.767676,16.565657,80,88,104,12,94.595055,90.914055,14.619782,?,94.595055,90.914055,14.619782,?,non-eating
29.628141,327.477386,-967.477417,54.790279,76.980591,224.942871,48,360,-920,8,304,-1024,6.181818,6.141414,15.353536,40,56,104,12,92.298042,91.375717,14.498781,?,92.298042,91.375717,14.498781,?,non-eating
36.100502,332.502502,-965.507507,116.272766,118.619514,183.86142,72,360,-928,8,296,-1016,6.141414,7.676768,14.30303,64,64,88,6,94.149132,91.375717,29.591457,?,94.149132,91.375717,29.591457,?,non-eating
42.934673,325.98996,-966.070374,95.101685,167.246689,225.068497,72,368,-896,24,288,-1016,5.373737,7.151515,13.171718,48,80,120,13,93.682205,91.829155,13.585979,?,93.682205,91.829155,13.585979,?,non-eating
44.261307,319.437195,-969.32666,78.719299,97.285751,207.291672,72,344,-920,24,288,-1008,6.424242,6.626263,15.434343,48,56,88,11,93.199394,91.834015,15.922565,?,93.199394,91.834015,15.922565,?,non-eating
46.874371,325.386932,-967.638184,76.30262,96.24929,190.268631,72,352,-912,24,288,-1008,6.262626,7.232323,14.10101,48,64,96,14,93.222969,92.286446,12.611869,?,93.222969,92.286446,12.611869,?,non-eating
48.442211,331.175873,-965.507507,66.712685,98.793327,209.113327,72,360,-896,24,304,-1008,5.777778,7.191919,16.565657,48,56,112,11,93.655289,92.286011,15.980251,?,93.655289,92.286011,15.980251,?,non-eating
37.346733,327.879395,-964.542725,230.177185,452.838074,355.159729,88,400,-912,0,272,-1016,7.232323,11.878788,20.121212,88,128,104,16,95.059937,90.916656,10.99812,?,95.059937,90.916656,10.99812,?,non-eating
49.728642,321.728638,-969.969849,63.259541,105.930756,164.514206,72,360,-928,24,296,-1008,5.737374,6.585859,13.858586,48,64,80,8,93.664276,92.292076,21.972403,?,93.664276,92.292076,21.972403,?,non-eating
32.120602,322.050262,-969.246216,95.985512,189.381348,247.682129,56,360,-912,8,280,-1016,5.656566,8.888889,15.636364,48,80,104,11,93.207268,90.91246,15.800607,?,93.207268,90.91246,15.800607,?,non-eating
24,332.944733,-963.698486,86.626282,68.186394,193.786301,48,352,-928,0,304,-1024,6.747475,5.69697,14.828282,48,48,96,16,91.829155,90.458649,10.89505,?,91.829155,90.458649,10.89505,?,non-eating
42.532661,333.185944,-964.341736,126.401794,139.4272,210.49527,72,368,-928,8,296,-1008,6.949495,9.535354,14.222222,64,72,80,12,93.682205,91.829155,14.632161,?,93.682205,91.829155,14.632161,?,non-eating
34.211056,326.030151,-968.804016,199.046127,167.741364,278.587433,72,368,-904,8,288,-1024,6.989899,8.040404,16.929293,64,80,120,18,93.222969,90.912689,9.784268,?,93.222969,90.912689,9.784268,?,non-eating
27.256281,326.713562,-967.437195,53.019848,80.443298,182.605118,48,352,-912,-8,304,-1016,4.808081,6.383838,13.656566,56,48,104,11,92.292076,90.4562,15.764981,?,92.292076,90.4562,15.764981,?,non-eating
46.834171,332.261292,-964.582886,161.219818,164.06665,271.803345,88,376,-912,16,296,-1008,7.151515,9.010101,17.818182,72,80,96,12,93.673798,91.37207,14.649801,?,93.673798,91.37207,14.649801,?,non-eating
37.105526,330.452271,-965.547729,285.721191,285.826935,234.742111,80,384,-912,0,248,-1008,6.181818,9.212121,16.323233,80,136,96,12,93.664276,91.368889,14.516984,?,93.664276,91.368889,14.516984,?,non-eating
45.185928,335.517578,-960.522583,174.990692,146.517517,233.485794,72,360,-920,16,296,-1032,6.828283,9.050505,15.272727,56,64,112,20,93.682205,90.912689,8.880867,?,93.682205,90.912689,8.880867,?,non-eating
50.41206,334.512573,-965.266357,154.475967,248.914886,255.596909,96,368,-912,16,280,-1008,6.868687,9.373737,17.09091,80,88,96,8,93.651581,92.292076,21.944281,?,93.651581,92.292076,21.944281,?,non-eating
27.497488,328.281403,-965.748718,455.422913,323.477081,268.411285,80,392,-920,-16,288,-1016,7.353535,9.575758,16,96,104,96,21,93.664276,90,8.395177,?,93.664276,90,8.395177,?,non-eating
23.879396,326.190948,-966.994995,74.005615,93.367622,195.168243,48,352,-920,0,296,-1000,6.424242,6.181818,14.949495,48,56,80,18,91.829155,90.456375,9.710781,?,91.829155,90.456375,9.710781,?,non-eating
41.085426,326.793976,-966.834167,240.270493,276.514526,256.916046,80,376,-904,8,288,-1024,6.181818,10.020202,15.959596,72,88,120,13,94.599197,90.912689,13.513386,?,94.599197,90.912689,13.513386,?,non-eating
39.839195,300.623108,-972.381897,113.751793,119.12989,220.231689,64,336,-912,8,272,-1016,6.30303,7.757576,14.989899,56,64,104,13,93.653664,91.82869,13.528934,?,93.653664,91.82869,13.528934,?,non-eating
19.9799,311.839203,-971.577881,186.747025,314.800659,261.564392,56,368,-912,-24,280,-1024,5.979798,8.808081,14.909091,80,88,112,15,92.303009,90,11.6067,?,92.303009,90,11.6067,?,non-eating
19.698492,313.32663,-972.140686,99.383415,66.43541,237.820068,56,336,-920,-16,288,-1016,6.989899,6.141414,16.484848,72,48,96,18,92.2976,90.457436,9.711113,?,92.2976,90.457436,9.711113,?,non-eating
32.80402,323.417084,-969.889465,85.33004,123.05587,208.73642,56,352,-912,0,280,-1008,6.141414,7.434343,15.191919,56,72,96,12,92.292076,90,14.46843,?,92.292076,90,14.46843,?,non-eating
42.251255,329.728638,-965.989929,73.128593,96.233589,197.680878,64,360,-920,16,304,-1016,5.333333,7.030303,14.747475,48,56,96,7,92.756996,91.829506,25.020597,?,92.756996,91.829506,25.020597,?,non-eating
20.301508,326.110565,-967.5578,200.231873,219.752716,321.993042,72,376,-928,-8,288,-1016,6.666667,9.252525,18.343435,80,88,88,17,93.205215,90,10.276052,?,93.205215,90,10.276052,?,non-eating
30.633165,331.698486,-963.135681,109.314278,115.5494,191.83902,80,368,-928,8,296,-1016,5.252525,7.59596,14.262627,72,72,88,19,93.223801,90.459641,9.281285,?,93.223801,90.459641,9.281285,?,non-eating
41.005024,333.829132,-964.864319,60.075817,75.433754,227.39267,64,352,-904,16,304,-1008,5.373737,6.141414,15.313131,48,48,104,13,93.654594,91.829155,13.52892,?,93.654594,91.829155,13.52892,?,non-eating
44.140705,342.753754,-960.241211,76.182022,55.662525,221.048294,64,360,-912,24,320,-1008,6.545455,6.10101,14.909091,40,40,96,17,93.222969,91.829155,10.421851,?,93.222969,91.829155,10.421851,?,non-eating
25.286432,328.603027,-964.341736,150.902344,193.888382,297.118042,64,360,-904,-8,288,-1016,7.111111,8.323233,17.414141,72,72,112,17,91.827644,89.540154,10.25768,?,91.827644,89.540154,10.25768,?,non-eating
28.180904,342.793976,-961.286438,81.340813,162.731812,284.680542,56,368,-920,0,296,-1024,6.828283,8,16.888889,56,72,104,15,93.198784,90,11.676823,?,93.198784,90,11.676823,?,non-eating
35.577888,336.4422,-962.532654,88.952362,139.77269,198.183395,72,376,-912,-8,304,-1008,5.494949,8.242424,14.222222,80,72,96,12,92.743095,90.912689,14.534806,?,92.743095,90.912689,14.534806,?,non-eating
37.145729,332.783905,-962.170837,161.508987,382.665131,280.346283,64,392,-920,0,264,-1016,7.191919,11.919192,15.636364,64,128,96,26,93.661934,90.456375,6.877856,?,93.661934,90.456375,6.877856,?,non-eating
40.522614,341.10553,-960.482422,59.523476,148.017242,152.956131,64,376,-904,16,280,-1000,5.454545,7.151515,12.808081,48,96,96,10,92.742577,91.829155,17.433302,?,92.742577,91.829155,17.433302,?,non-eating
33.487438,326.311554,-967.115601,144.846893,194.956238,241.58902,64,360,-920,8,288,-1016,5.89899,7.555555,15.232324,56,72,96,8,93.198784,91.368889,21.782724,?,93.198784,91.368889,21.782724,?,non-eating
39.718594,337.889435,-961.728638,131.475998,220.420135,268.788208,80,384,-912,8,296,-1008,7.232323,9.333333,18.141415,72,88,96,23,93.664276,90.91922,7.744927,?,93.664276,90.91922,7.744927,?,non-eating
40.361809,342.954773,-961.56781,74.535194,107.508995,260.370911,64,368,-912,16,312,-1024,6.383838,7.79798,15.515152,48,56,112,14,92.763313,90.912346,12.562342,?,92.763313,90.912346,12.562342,?,non-eating
34.010052,341.507538,-960.562805,237.070587,231.656296,274.504425,80,408,-912,-8,304,-1032,6.464646,9.373737,15.676767,88,104,120,13,93.664276,90.4562,13.472322,?,93.664276,90.4562,13.472322,?,non-eating
27.497488,338.050262,-962.653259,70.130005,100.81913,222.430237,56,368,-912,0,312,-1008,6.060606,6.222222,14.949495,56,56,96,9,92.297005,90.912346,19.15999,?,92.297005,90.912346,19.15999,?,non-eating
32.48241,345.567841,-959.758789,144.574402,127.790604,210.683716,64,384,-904,0,320,-1000,5.777778,7.555555,15.151515,64,64,96,13,93.651581,91.37207,13.49276,?,93.651581,91.37207,13.49276,?,non-eating
28.341709,347.537689,-959.437195,113.579544,141.280258,222.681503,56,376,-912,0,304,-1008,6.787879,8.444445,15.676767,56,72,96,15,92.303307,90.4562,11.657198,?,92.303307,90.4562,11.657198,?,non-eating
35.296482,345.447235,-958.633179,255.421722,389.653381,327.143951,80,400,-904,0,280,-1024,7.151515,11.393939,19.595959,80,120,120,17,93.682205,90,10.376565,?,93.682205,90,10.376565,?,non-eating
23.59799,344.482422,-959.517578,87.75679,158.790131,263.511688,56,376,-912,0,304,-1000,6.30303,7.272727,18.464647,56,72,88,16,92.286011,90.457436,10.905412,?,92.286011,90.457436,10.905412,?,non-eating
25.447237,357.909546,-956.582886,44.440296,80.945824,221.362381,40,384,-912,8,320,-992,5.212121,5.777778,16.121212,32,64,80,16,92.294502,90.459137,10.908875,?,92.294502,90.459137,10.908875,?,non-eating
32.924622,358.070343,-954.21106,170.77713,117.80291,268.222839,72,392,-904,0,328,-1000,5.818182,7.393939,17.979797,72,64,96,15,93.678879,90.914055,11.696512,?,93.678879,90.914055,11.696512,?,non-eating
44.261307,357.10553,-956.984924,83.244484,161.601135,220.671402,72,384,-920,24,312,-1008,7.030303,7.959596,15.555555,48,72,88,11,92.765015,91.827644,15.909054,?,92.765015,91.827644,15.909054,?,non-eating
44.221104,348.623108,-958.311584,91.668282,171.494598,202.706131,64,384,-912,16,320,-1008,5.858586,7.393939,15.59596,48,64,96,11,93.214157,92.284119,15.951765,?,93.214157,92.284119,15.951765,?,non-eating
45.386936,343.316589,-961.366821,76.854462,134.315582,165.582077,80,400,-920,16,312,-1008,5.333333,6.989899,14.464646,64,88,88,6,92.763313,91.824921,29.608429,?,92.763313,91.824921,29.608429,?,non-eating
31.798994,345.286438,-961.849243,246.585678,228.468399,292.658142,72,392,-912,-8,288,-1016,6.505051,9.69697,17.616161,80,104,104,19,94.112946,89.542564,9.293427,?,94.112946,89.542564,9.293427,?,non-eating
40.096386,355.180725,-956.240967,64.76474,144.941467,212.101822,64,384,-896,24,312,-1008,5.129032,7.709677,15.548388,40,72,112,16,92.760818,91.824921,11.028564,?,92.760818,91.824921,11.028564,?,non-eating
42.090454,352.603027,-955.497498,47.971409,91.098404,173.559662,72,368,-896,24,320,-984,5.292929,5.616162,14.020202,48,48,88,14,93.215607,91.827644,12.589346,?,93.215607,91.827644,12.589346,?,non-eating
38.875504,336.578308,-963.180725,101.697975,112.694778,202.186996,72,368,-896,0,304,-1008,6.225806,6.677419,15.806452,72,64,112,22,93.205215,90.459641,8.079844,?,93.205215,90.459641,8.079844,?,non-eating
39.477386,345.929657,-961.728638,62.755909,93.870148,246.174561,64,368,-904,16,320,-1008,5.858586,6.343434,16.525253,48,48,104,13,93.654594,90.912346,13.482769,?,93.654594,90.912346,13.482769,?,non-eating
44.462311,357.145721,-955.859314,62.411526,76.831398,275.949188,64,384,-880,24,328,-1008,6.545455,6.909091,17.292929,40,56,128,11,93.205215,92.284119,15.950424,?,93.205215,92.284119,15.950424,?,non-eating
44.864323,359.919586,-954.532654,74.804489,106.668839,264.139832,80,384,-896,24,328,-992,5.090909,7.232323,17.212122,56,56,96,14,93.651581,91.827644,12.588759,?,93.651581,91.827644,12.588759,?,non-eating
45.105526,362.613068,-953.969849,65.923439,111.764755,214.264206,72,392,-904,24,328,-1000,5.656566,7.272727,14.181818,48,64,96,14,94.13723,91.827644,12.602635,?,94.13723,91.827644,12.602635,?,non-eating
35.694778,348.497986,-958.875488,83.067856,97.367599,197.731598,64,376,-912,0,320,-992,6.225806,6.129032,15.83871,64,56,80,7,93.672142,91.378677,24.968216,?,93.672142,91.378677,24.968216,?,non-eating
42.733669,351.638184,-957.025146,57.135624,126.903328,137.189392,72,376,-920,16,312,-992,5.575758,6.505051,13.212121,56,64,72,12,94.129662,91.370941,14.673636,?,94.129662,91.370941,14.673636,?,non-eating
43.738693,355.577881,-956.261292,90.355659,76.022652,224.189072,64,376,-888,8,328,-1008,6.868687,6.343434,16.363636,56,48,120,15,93.657272,91.370941,11.765691,?,93.657272,91.370941,11.765691,?,non-eating
45.547737,355.055267,-957.185913,67.976357,157.416031,201.512619,72,408,-920,24,328,-992,5.737374,8.121212,14.868687,48,80,72,13,93.220055,92.284119,13.554877,?,93.220055,92.284119,13.554877,?,non-eating
46.39196,351.5578,-959.5578,63.987068,110.013771,200.507568,72,376,-912,24,320,-1000,5.737374,7.070707,15.636364,48,56,88,10,93.672142,91.38121,17.536949,?,93.672142,91.38121,17.536949,?,non-eating
44.78392,361.487427,-953.608032,102.089302,99.602074,257.355743,72,384,-912,16,328,-1008,7.313131,7.959596,18.060606,56,56,96,20,94.118187,91.370941,8.904869,?,94.118187,91.370941,8.904869,?,non-eating
50.492462,381.266327,-946.090454,106.887466,150.223648,260.684967,80,408,-896,8,344,-1000,6.222222,7.838384,16.727272,72,64,104,19,93.673203,90.45639,9.388536,?,93.673203,90.45639,9.388536,?,non-eating
55.261044,417.381531,-929.028137,77.129097,209.95256,298.76236,80,456,-888,24,376,-984,6.387097,7.903226,19.870968,56,80,96,24,94.596237,91.380547,7.498468,?,94.596237,91.380547,7.498468,?,non-eating
59.256283,436.864319,-919.959778,69.827698,111.654831,269.29071,80,464,-864,40,408,-976,6.181818,7.919192,17.252525,40,56,112,17,94.108376,92.742836,10.525393,?,94.108376,92.742836,10.525393,?,non-eating
62.168674,395.502014,-941.783142,81.019966,91.680695,249.251007,80,432,-888,32,368,-992,6.129032,7.483871,17.387096,48,64,104,17,94.135239,92.748001,10.531674,?,94.135239,92.748001,10.531674,?,non-eating
62.592964,401.165833,-938.773865,72.676979,72.646309,174.250626,96,432,-904,32,376,-992,6.383838,6.666667,13.69697,64,56,88,10,94.592842,93.19503,17.7106,?,94.592842,93.19503,17.7106,?,non-eating
62.190956,401.005035,-936.281433,84.306465,74.939079,230.973175,80,424,-872,32,376,-984,7.191919,6.424242,15.111111,48,48,112,14,94.135239,92.739349,12.695774,?,94.135239,92.739349,12.695774,?,non-eating
62.793968,401.165833,-938.251282,94.215141,101.086098,171.361115,88,424,-896,40,368,-976,7.151515,7.030303,14.505051,48,56,80,16,94.611542,92.301819,11.203236,?,94.611542,92.301819,11.203236,?,non-eating
57.125629,395.417084,-938.130676,181.029312,148.260651,250.383209,88,424,-896,16,352,-976,7.515152,7.515152,17.373737,72,72,80,20,94.573776,91.824982,8.957709,?,94.573776,91.824982,8.957709,?,non-eating
